match_id,startTime,equipo_local,equipo_visitante,ranking_local,ranking_visitante,goles_local,goles_visitante,Local_Top_Stats_Posesión,Visitante_Top_Stats_Posesión,Local_Top_Stats_Goles esperados,Visitante_Top_Stats_Goles esperados,Local_Top_Stats_Total Remates,Visitante_Top_Stats_Total Remates,Local_Top_Stats_Remates a puerta,Visitante_Top_Stats_Remates a puerta,Local_Top_Stats_Grandes chances,Visitante_Top_Stats_Grandes chances,Local_Top_Stats_Fueras de Juego,Visitante_Top_Stats_Fueras de Juego,Local_Top_Stats_Pases completados,Visitante_Top_Stats_Pases completados,Local_Top_Stats_Tarjeta roja,Visitante_Top_Stats_Tarjeta roja,Local_Remates_Goles esperados,Visitante_Remates_Goles esperados,Local_Remates_Total Remates,Visitante_Remates_Total Remates,Local_Remates_Remates a Puerta,Visitante_Remates_Remates a Puerta,Local_Remates_Remates Fuera,Visitante_Remates_Remates Fuera,Local_Remates_Remates bloqueados,Visitante_Remates_Remates bloqueados,Local_Remates_Pelotas al poste,Visitante_Remates_Pelotas al poste,Local_Remates_Goles esperados de remates al arco,Visitante_Remates_Goles esperados de remates al arco,Local_Remates_Remates dentro del área,Visitante_Remates_Remates dentro del área,Local_Remates_Remates fuera del área,Visitante_Remates_Remates fuera del área,Local_Remates_Remates de cabeza,Visitante_Remates_Remates de cabeza,Local_Remates_Grandes chances perdidas,Visitante_Remates_Grandes chances perdidas,Local_Pases_Pases completados,Visitante_Pases_Pases completados,Local_Pases_Asistencias esperadas,Visitante_Pases_Asistencias esperadas,Local_Pases_Centros,Visitante_Pases_Centros,Local_Pases_Pases largos completados,Visitante_Pases_Pases largos completados,Local_Pases_Pases claves,Visitante_Pases_Pases claves,Local_Pases_Pases en el último tercio,Visitante_Pases_Pases en el último tercio,Local_Pases_Pases hacia atrás,Visitante_Pases_Pases hacia atrás,Local_Defensivas_Intercepciones,Visitante_Defensivas_Intercepciones,Local_Defensivas_Salvadas de portero,Visitante_Defensivas_Salvadas de portero,Local_Defensivas_Barridas ganadas,Visitante_Defensivas_Barridas ganadas,Local_Defensivas_Despejes,Visitante_Defensivas_Despejes,Local_Duelos_Duelos ganados,Visitante_Duelos_Duelos ganados,Local_Duelos_Duelos aéreos (ganados),Visitante_Duelos_Duelos aéreos (ganados),Local_Duelos_Duelos en el suelo (ganados),Visitante_Duelos_Duelos en el suelo (ganados),Local_Duelos_Faltas recibidas,Visitante_Duelos_Faltas recibidas,Local_Duelos_Regates,Visitante_Duelos_Regates,Local_Duelos_Regateado,Visitante_Duelos_Regateado,Local_Duelos_Posesiones ganadas en el último tercio,Visitante_Duelos_Posesiones ganadas en el último tercio,Local_Duelos_Posesiones perdidas,Visitante_Duelos_Posesiones perdidas,Local_Disciplinarias_Tarjeta roja,Visitante_Disciplinarias_Tarjeta roja,Local_Disciplinarias_Faltas,Visitante_Disciplinarias_Faltas,Local_Disciplinarias_Tarjeta amarilla,Visitante_Disciplinarias_Tarjeta amarilla
4400640,2025-06-10T19:30:00-05:00,Canadá,Costa de Marfil,30,33,0,0,45,55,"0,46","0,45",8,10,0,1,0,0,2,2,222,314,0,0,"0,46","0,45",8,10,0,1,4,5,4,3,0,0,0,"0,02",10,9,4,7,1,2,0,0,222,314,"0,28","0,36",3,3,13,23,6,7,49,37,52,57,4,16,1,0,19,12,13,12,12,20,4,6,8,14,20,20,5,18,18,5,7,5,130,125,0,0,21,20,5,4
4035454,2025-06-10T19:45:00-05:00,Brasil,Paraguay,6,40,1,0,73,27,"1,84","0,23",11,5,4,1,2,0,0,0,498,130,0,0,"1,84","0,23",11,5,4,1,4,1,3,3,0,0,"1,3399999999999999","0,02",8,4,3,1,1,2,1,0,498,130,"1,7400000000000002","0,5100000000000001",5,3,25,15,9,4,72,37,76,32,6,3,1,3,10,16,31,46,49,32,22,18,27,14,15,9,9,4,4,9,8,4,150,132,0,0,11,16,2,1
4392268,2025-06-10T20:00:00-05:00,México,Turquía,14,22,1,0,42,58,"0,89","0,77",6,17,3,1,2,0,4,3,342,473,0,0,"0,89","0,77",6,17,3,1,2,10,1,6,1,0,"1,33","0,1",5,8,1,9,3,3,2,0,342,473,"0,78","1,1",4,4,34,23,6,16,31,57,50,69,7,3,1,2,17,16,22,7,12,18,5,4,7,14,9,13,6,8,8,6,3,3,98,118,0,0,13,9,1,1
4035456,2025-06-10T20:30:00-05:00,Perú,Ecuador,51,24,0,0,53,47,"0,7","0,84",13,10,5,3,2,0,1,3,318,304,0,1,"0,7","0,84",13,10,5,3,6,3,2,4,0,0,"1,4400000000000002","0,29000000000000004",7,4,6,6,3,0,2,0,318,304,"0,7400000000000001","0,59",3,2,20,15,9,7,59,31,55,49,11,5,3,5,11,9,20,42,19,46,10,23,9,23,12,11,4,8,8,5,2,0,133,113,0,1,11,13,4,1
4448201,2025-06-13T11:00:00-05:00,Sudáfrica,Comoros,60,108,3,1,51,49,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
4449414,2025-06-15T08:00:00-05:00,Angola,Sudáfrica,89,60,3,0,32,68,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4413612,2025-06-15T19:15:00-05:00,Haití,Arabia Saudita,83,61,0,1,57,43,0,0,13,7,5,4,0,1,7,4,240,179,0,0,0,0,13,7,5,4,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,240,179,0,0,1,0,25,16,7,5,55,53,36,35,11,10,3,4,15,15,17,35,36,18,12,9,24,9,13,12,7,1,2,7,7,1,154,152,0,0,15,13,4,1
4413610,2025-06-16T18:00:00-05:00,Panamá,Guadalupe,34,0,5,2,63,37,0,0,23,14,8,6,6,0,2,3,570,314,0,0,0,0,23,14,8,6,7,5,8,3,0,0,0,0,0,0,0,0,0,0,3,0,570,314,0,0,7,2,31,13,19,10,62,38,115,63,4,10,4,2,12,9,13,11,4,0,1,0,3,0,6,9,6,2,2,6,5,7,101,97,0,0,9,8,1,0
4413614,2025-06-17T19:15:00-05:00,Curazao,El Salvador,82,101,0,0,60,40,0,0,6,6,3,1,1,0,1,2,384,208,0,0,0,0,6,6,3,1,2,4,1,1,1,0,0,0,0,0,0,0,0,0,2,0,384,208,0,0,2,1,20,17,5,3,64,49,60,53,15,11,2,3,10,14,20,15,24,10,9,3,15,7,15,17,5,5,5,5,2,2,141,146,0,0,19,17,2,3
4413618,2025-06-19T17:45:00-05:00,Trinidad y Tobago,Haití,103,83,1,1,53,47,0,0,9,16,2,3,2,1,0,2,257,220,0,1,0,0,9,16,2,3,6,8,1,5,1,0,0,0,0,0,0,0,0,0,1,2,257,220,0,0,4,2,19,28,7,8,55,64,34,44,8,8,2,1,7,11,27,14,12,5,7,1,5,4,10,14,8,6,6,8,2,4,126,139,0,1,14,11,1,2
4413621,2025-06-20T21:00:00-05:00,Guatemala,Panamá,97,34,0,1,32,68,0,0,3,21,1,8,0,1,2,0,265,645,0,0,0,0,3,21,1,8,2,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,265,645,0,0,1,2,20,47,3,15,34,82,52,142,5,8,7,1,2,6,18,10,14,26,9,10,5,16,7,10,3,9,9,3,2,2,103,108,0,0,10,8,4,0
4413622,2025-06-21T18:00:00-05:00,Curazao,Canadá,82,30,1,1,48,52,0,0,6,6,2,3,4,1,3,1,219,239,0,0,0,0,6,6,2,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,3,2,219,239,0,0,3,1,23,18,5,4,35,60,43,43,10,11,2,1,11,8,19,15,32,10,9,5,23,5,13,13,6,5,5,6,1,6,129,133,0,0,13,15,3,1
4413624,2025-06-22T18:00:00-05:00,Arabia Saudita,Trinidad y Tobago,61,103,1,1,66,34,0,0,14,6,4,3,3,1,1,0,430,182,0,0,0,0,14,6,4,3,8,2,2,1,3,1,0,0,0,0,0,0,0,0,4,1,430,182,0,0,4,3,43,28,8,4,88,50,83,41,10,15,2,2,23,13,34,34,34,30,15,10,19,20,12,13,8,10,10,8,2,0,169,158,0,0,13,12,1,1
4413625,2025-06-22T18:00:00-05:00,Estados Unidos,Haití,17,83,2,1,66,34,0,0,18,8,6,3,4,0,3,0,542,242,0,0,0,0,18,8,6,3,7,2,5,3,1,0,0,0,0,0,0,0,0,0,3,0,542,242,0,0,2,4,22,25,12,3,55,39,118,43,5,10,2,4,11,9,17,14,14,12,5,7,9,5,11,7,9,4,4,9,4,7,109,106,0,0,8,11,1,0
4413629,2025-06-24T18:00:00-05:00,Panamá,Jamaica,34,71,4,1,66,34,0,0,8,15,4,5,0,2,2,0,510,241,0,0,0,0,8,15,4,5,1,7,3,3,0,1,0,0,0,0,0,0,0,0,0,3,510,241,0,0,3,5,32,26,6,8,46,52,97,48,3,6,4,0,10,3,16,17,15,14,4,7,11,7,14,11,9,3,3,9,0,7,99,93,0,0,11,15,2,2
4413631,2025-06-24T21:00:00-05:00,Honduras,Curazao,65,82,2,1,46,54,0,0,9,10,2,3,3,2,0,0,319,381,0,0,0,0,9,10,2,3,5,4,2,3,2,0,0,0,0,0,0,0,0,0,2,3,319,381,0,0,2,3,26,43,8,6,60,53,57,63,9,14,3,0,9,10,29,18,11,18,7,8,4,10,16,9,3,6,6,3,4,4,136,138,0,0,10,16,1,4
4459627,2025-06-28T18:15:00-05:00,Panamá,Honduras,34,65,1,1,68,32,0,0,14,10,6,3,1,1,0,4,517,202,0,0,0,0,14,10,6,3,3,4,5,3,0,0,0,0,0,0,0,0,0,0,1,1,517,202,0,0,4,4,28,21,12,7,67,35,88,40,7,8,1,5,12,14,10,24,20,21,8,7,12,14,13,12,5,4,4,5,1,3,110,101,0,0,12,13,2,2
4458460,2025-06-28T21:15:00-05:00,México,Arabia Saudita,14,61,2,0,60,40,0,0,14,1,5,0,1,0,1,1,476,288,0,0,0,0,14,1,5,0,5,1,4,0,1,0,0,0,0,0,0,0,0,0,3,0,476,288,0,0,3,1,21,17,7,1,51,51,84,58,8,9,0,4,16,9,15,19,26,29,7,11,19,18,11,18,10,4,4,10,2,1,117,121,0,0,18,11,1,2
4477337,2025-07-07T06:00:00-05:00,Corea del Sur,China,25,92,3,0,56,44,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499620,2025-07-07T06:00:00-05:00,Corea del Sur,China,25,92,3,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4478464,2025-07-08T05:24:00-05:00,Japón,Hong Kong,18,154,6,1,69,31,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499617,2025-07-08T05:24:00-05:00,Japón,Hong Kong,18,154,6,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499615,2025-07-11T06:00:00-05:00,Hong Kong,Corea del Sur,154,25,0,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4483356,2025-07-11T06:00:00-05:00,Hong Kong,Corea del Sur,154,25,0,2,50,50,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4484507,2025-07-12T05:24:00-05:00,Japón,China,18,92,2,0,65,35,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499616,2025-07-12T05:24:00-05:00,Japón,China,18,92,2,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4485843,2025-07-15T05:24:00-05:00,Corea del Sur,Japón,25,18,0,1,58,42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499619,2025-07-15T05:24:00-05:00,Corea del Sur,Japón,25,18,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4477834,2025-07-23T10:30:00-05:00,Qatar,Metalist 1925,57,0,2,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4485300,2025-07-26T09:00:00-05:00,Qatar,Udinese,57,0,0,3,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4465646,2025-08-08T09:00:00-05:00,Argelia,Sudáfrica,28,60,1,1,47,53,0,0,14,7,4,2,2,1,0,0,287,335,0,0,0,0,14,7,4,2,6,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,287,335,0,0,5,0,20,20,10,3,44,50,69,68,7,2,1,3,10,5,33,17,22,10,10,5,12,5,9,8,2,2,2,2,0,0,87,103,0,0,8,9,1,2
4465640,2025-08-11T09:00:00-05:00,Sudáfrica,Guinea,60,81,2,1,36,64,0,0,6,21,2,2,2,0,2,0,245,492,0,0,0,0,6,21,2,2,4,14,0,5,0,1,0,0,0,0,0,0,0,0,2,0,245,492,0,0,1,5,21,46,5,17,47,95,44,91,22,9,1,0,4,5,27,6,16,19,6,12,10,7,12,6,2,5,5,2,1,2,117,130,0,0,6,12,4,1
4465630,2025-08-15T12:00:00-05:00,Niger,Sudáfrica,112,60,0,0,38,62,0,0,11,9,2,5,0,0,0,3,204,364,0,0,0,0,11,9,2,5,6,2,3,2,1,0,0,0,0,0,0,0,0,0,0,3,204,364,0,0,6,3,33,19,10,5,52,57,33,60,18,3,4,2,4,14,17,21,12,21,5,6,7,15,11,8,3,1,1,3,2,6,115,118,0,0,9,12,1,4
4465625,2025-08-18T12:00:00-05:00,Sudáfrica,Uganda,60,88,3,3,55,45,0,0,11,12,5,4,4,3,1,1,303,214,0,0,0,0,11,12,5,4,4,5,2,3,0,0,0,0,0,0,0,0,0,0,3,2,303,214,0,0,1,6,25,26,9,8,70,70,58,39,9,9,1,3,2,14,21,24,24,27,11,13,13,14,9,5,9,4,5,8,1,3,126,130,0,0,6,9,1,1
4465626,2025-08-19T12:00:00-05:00,Sudán,Senegal,117,15,0,0,37,63,0,0,5,8,1,1,1,0,1,0,152,327,0,1,0,0,5,8,1,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,152,327,0,0,0,3,20,23,3,5,54,57,37,72,12,3,1,1,11,8,27,22,29,34,14,19,15,15,12,18,0,6,6,0,1,5,126,153,0,1,18,14,2,1
4529381,2025-08-23T09:00:00-05:00,Uganda,Senegal,88,15,0,1,58,42,0,0,16,7,5,3,0,0,1,0,283,194,0,0,0,0,16,7,5,3,4,3,7,1,0,0,0,0,0,0,0,0,0,0,1,0,283,194,0,0,4,3,24,22,7,6,69,53,67,52,12,9,2,5,11,8,15,29,13,9,9,8,4,1,6,16,6,8,8,6,1,4,149,139,0,0,16,7,3,2
4529380,2025-08-23T12:00:00-05:00,Sudán,Argelia,117,28,1,1,40,60,0,0,14,12,4,4,0,0,0,1,244,405,0,0,0,0,14,12,4,4,9,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,244,405,0,0,4,7,34,46,10,7,84,107,50,80,10,6,3,4,11,8,51,40,27,65,15,33,12,32,18,19,6,7,7,6,3,1,182,185,0,0,19,18,1,3
4523067,2025-08-24T10:30:00-05:00,Qatar,Líbano,57,114,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4533199,2025-08-26T09:30:00-05:00,Madagascar,Sudán,104,117,1,0,50,50,0,0,14,15,4,4,3,0,0,4,293,279,1,0,0,0,14,15,4,4,6,8,4,3,0,0,0,0,0,0,0,0,0,0,2,1,293,279,0,0,2,6,31,34,11,9,66,93,54,61,2,14,5,2,15,14,48,41,56,55,25,26,31,29,19,17,9,15,15,9,5,7,191,193,1,0,20,24,4,4
4533187,2025-08-26T12:30:00-05:00,Marruecos,Senegal,7,15,1,1,61,39,0,0,12,12,4,4,0,1,2,0,446,275,0,0,0,0,12,12,4,4,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,446,275,0,0,1,5,43,33,8,7,75,58,83,64,13,10,3,3,11,12,18,41,25,25,10,12,15,13,19,12,3,5,5,3,2,4,177,140,0,0,13,22,1,2
4540664,2025-08-29T07:00:00-05:00,Irán,Afghanistan,20,166,3,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4534877,2025-08-29T10:00:00-05:00,Sudán,Senegal,117,15,1,1,35,65,0,0,10,15,3,6,2,1,4,1,128,307,0,0,0,0,10,15,3,6,4,7,3,2,0,0,0,0,0,0,0,0,0,0,1,0,128,307,0,0,3,2,20,25,7,11,47,49,24,52,12,5,5,1,7,6,30,18,25,40,10,16,15,24,6,16,5,10,10,5,3,1,128,144,0,0,16,7,4,3
4540661,2025-08-30T07:00:00-05:00,Uzbekistán,Omán,50,79,1,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4540658,2025-09-01T07:00:00-05:00,India,Irán,139,20,0,3,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4540666,2025-09-02T09:30:00-05:00,Turkmenistán,Uzbekistán,140,50,1,2,38,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4518686,2025-09-03T10:15:00-05:00,Qatar,Bahrein,57,93,2,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4510758,2025-09-04T04:00:00-05:00,Irak,Hong Kong,56,154,2,1,71,29,0,0,22,6,7,3,3,0,7,1,435,132,0,0,0,0,22,6,7,3,9,2,6,1,0,0,0,0,0,0,0,0,0,0,2,0,435,132,0,0,6,2,20,15,18,4,62,29,70,28,6,7,2,4,10,8,8,27,16,14,7,8,9,6,16,7,12,2,2,12,6,0,114,114,0,0,7,16,0,1
4034322,2025-09-04T08:00:00-05:00,Chad,Ghana,183,73,1,1,33,67,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4314050,2025-09-04T09:00:00-05:00,Kazajstán,Gales,110,37,0,1,32,68,"0,86","1,21",14,16,3,5,0,0,0,0,201,516,0,0,"0,86","1,21",14,16,3,5,9,5,2,6,2,0,"0,4","0,84",8,9,6,7,3,3,0,0,201,516,"0,61","0,99",8,5,26,13,10,11,39,57,40,99,8,6,4,3,7,3,23,16,6,5,3,2,3,3,12,12,4,3,3,4,4,4,96,108,0,0,12,13,1,1
4523743,2025-09-04T10:00:00-05:00,Arabia Saudita,Macedonia del Norte,61,69,2,1,66,34,"1,35","0,19",11,5,7,2,2,1,0,7,477,205,0,0,"1,35","0,19",11,5,7,2,3,2,1,1,1,0,"1,8099999999999998","0,19",6,3,5,2,1,1,1,0,477,205,"1,4100000000000001","0,53",1,5,41,22,7,4,52,49,102,50,6,12,1,5,11,8,21,18,10,6,2,2,8,4,15,10,4,2,2,4,5,5,131,127,0,0,10,15,3,1
4540673,2025-09-04T10:30:00-05:00,Tajikistan,Irán,0,20,2,2,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034335,2025-09-04T11:00:00-05:00,Mauritius,Cabo Verde,178,67,0,2,37,63,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314049,2025-09-04T11:00:00-05:00,Georgia,Turquía,72,22,2,3,54,46,"1,09","0,98",15,6,4,3,1,1,2,0,351,298,0,1,"1,09","0,98",15,6,4,3,9,1,2,2,1,0,"2,0300000000000002","2,1100000000000003",7,5,8,1,1,1,1,1,351,298,"1,37","0,88",4,1,26,29,9,4,50,54,60,56,1,4,0,2,6,14,13,39,9,9,5,5,4,4,14,13,8,6,6,8,4,3,118,103,0,1,13,14,4,3
4383762,2025-09-04T11:00:00-05:00,Noruega,Finlandia,31,75,1,0,57,43,"1,72","0,19",14,3,2,1,1,0,5,1,524,386,0,0,"1,72","0,19",14,3,2,1,6,1,6,1,0,0,"1,25","0,03",11,2,3,1,2,0,1,0,524,386,"1,3200000000000003","0,29000000000000004",2,2,32,21,8,2,77,33,88,79,3,4,1,1,6,9,6,33,5,8,2,5,3,3,13,13,6,5,5,6,12,2,115,86,0,0,13,13,1,1
4517686,2025-09-04T12:00:00-05:00,Rusia,Jordania,35,63,0,0,65,35,"1,87","1,12",13,15,3,6,2,1,2,1,554,285,0,0,"1,87","1,12",13,15,3,6,9,9,1,0,1,0,"0,28","0,93",10,3,3,12,2,1,2,1,554,285,"1,3500000000000003","0,66",5,2,19,29,11,13,45,53,100,52,6,18,6,3,18,13,17,23,6,11,2,2,4,9,7,9,4,11,11,4,2,8,148,135,0,0,9,7,3,0
4402279,2025-09-04T13:45:00-05:00,Países Bajos,Polonia,8,36,1,1,74,26,"1,05","0,39",14,6,5,2,2,1,5,2,670,185,0,0,"1,05","0,39",14,6,5,2,4,3,5,1,1,1,"2,34","0,53",9,3,5,3,4,1,1,1,670,185,"1,3900000000000003","0,31000000000000005",5,4,15,16,12,5,81,20,115,26,4,4,1,4,10,6,14,32,16,21,6,8,10,13,11,11,3,5,5,3,6,0,103,91,0,0,11,11,0,0
4402277,2025-09-04T13:45:00-05:00,Eslovaquia,Alemania,48,10,2,0,30,70,"1,22","1,46",8,14,5,4,2,1,1,0,214,545,0,0,"1,22","1,46",8,14,5,4,1,6,2,4,1,0,"2,11","1,08",7,9,1,5,0,4,1,1,214,545,"0,9400000000000001","1,4700000000000002",3,4,25,24,8,12,29,60,42,80,5,4,5,3,10,7,40,13,12,16,5,9,7,7,17,10,4,5,5,4,1,5,89,116,0,0,12,18,1,3
4402278,2025-09-04T13:45:00-05:00,Bulgaria,España,87,2,0,3,22,78,"0,1","3,33",3,24,0,12,0,6,4,1,155,755,0,0,"0,1","3,33",3,24,0,12,1,5,2,7,1,1,0,"3,9499999999999997",3,16,0,8,0,2,0,4,155,755,"0,060000000000000005","2,2099999999999995",1,3,23,31,3,16,42,98,40,143,4,3,8,0,10,2,38,12,25,18,9,11,16,7,17,5,3,10,10,3,1,9,101,112,0,0,6,17,0,1
4497760,2025-09-04T16:30:00-05:00,Surinam,Panamá,124,34,0,0,44,56,0,0,9,15,3,4,0,2,2,1,264,357,0,0,0,0,9,15,3,4,4,7,2,4,1,2,0,0,0,0,0,0,0,0,0,2,264,357,0,0,4,3,16,39,4,11,38,75,34,65,10,7,3,2,12,9,33,10,9,3,3,2,6,1,9,6,10,5,4,9,3,3,128,136,0,0,7,10,2,1
