match_id,startTime,equipo_local,equipo_visitante,ranking_local,ranking_visitante,goles_local,goles_visitante,Local_Top_Stats_Posesión,Visitante_Top_Stats_Posesión,Local_Top_Stats_Goles esperados,Visitante_Top_Stats_Goles esperados,Local_Top_Stats_Total Remates,Visitante_Top_Stats_Total Remates,Local_Top_Stats_Remates a puerta,Visitante_Top_Stats_Remates a puerta,Local_Top_Stats_Grandes chances,Visitante_Top_Stats_Grandes chances,Local_Top_Stats_Fueras de Juego,Visitante_Top_Stats_Fueras de Juego,Local_Top_Stats_Pases completados,Visitante_Top_Stats_Pases completados,Local_Top_Stats_Tarjeta roja,Visitante_Top_Stats_Tarjeta roja,Local_Remates_Goles esperados,Visitante_Remates_Goles esperados,Local_Remates_Total Remates,Visitante_Remates_Total Remates,Local_Remates_Remates a Puerta,Visitante_Remates_Remates a Puerta,Local_Remates_Remates Fuera,Visitante_Remates_Remates Fuera,Local_Remates_Remates bloqueados,Visitante_Remates_Remates bloqueados,Local_Remates_Pelotas al poste,Visitante_Remates_Pelotas al poste,Local_Remates_Goles esperados de remates al arco,Visitante_Remates_Goles esperados de remates al arco,Local_Remates_Remates dentro del área,Visitante_Remates_Remates dentro del área,Local_Remates_Remates fuera del área,Visitante_Remates_Remates fuera del área,Local_Remates_Remates de cabeza,Visitante_Remates_Remates de cabeza,Local_Remates_Grandes chances perdidas,Visitante_Remates_Grandes chances perdidas,Local_Pases_Pases completados,Visitante_Pases_Pases completados,Local_Pases_Asistencias esperadas,Visitante_Pases_Asistencias esperadas,Local_Pases_Centros,Visitante_Pases_Centros,Local_Pases_Pases largos completados,Visitante_Pases_Pases largos completados,Local_Pases_Pases claves,Visitante_Pases_Pases claves,Local_Pases_Pases en el último tercio,Visitante_Pases_Pases en el último tercio,Local_Pases_Pases hacia atrás,Visitante_Pases_Pases hacia atrás,Local_Defensivas_Intercepciones,Visitante_Defensivas_Intercepciones,Local_Defensivas_Salvadas de portero,Visitante_Defensivas_Salvadas de portero,Local_Defensivas_Barridas ganadas,Visitante_Defensivas_Barridas ganadas,Local_Defensivas_Despejes,Visitante_Defensivas_Despejes,Local_Duelos_Duelos ganados,Visitante_Duelos_Duelos ganados,Local_Duelos_Duelos aéreos (ganados),Visitante_Duelos_Duelos aéreos (ganados),Local_Duelos_Duelos en el suelo (ganados),Visitante_Duelos_Duelos en el suelo (ganados),Local_Duelos_Faltas recibidas,Visitante_Duelos_Faltas recibidas,Local_Duelos_Regates,Visitante_Duelos_Regates,Local_Duelos_Regateado,Visitante_Duelos_Regateado,Local_Duelos_Posesiones ganadas en el último tercio,Visitante_Duelos_Posesiones ganadas en el último tercio,Local_Duelos_Posesiones perdidas,Visitante_Duelos_Posesiones perdidas,Local_Disciplinarias_Tarjeta roja,Visitante_Disciplinarias_Tarjeta roja,Local_Disciplinarias_Faltas,Visitante_Disciplinarias_Faltas,Local_Disciplinarias_Tarjeta amarilla,Visitante_Disciplinarias_Tarjeta amarilla
4035460,2025-09-04T18:30:00-05:00,Paraguay,Ecuador,40,24,0,0,38,62,"0,63","0,25",7,6,3,1,1,1,1,2,176,372,0,0,"0,63","0,25",7,6,3,1,1,1,3,4,1,0,"0,43","0,01",4,3,3,3,0,0,1,1,176,372,"0,3700000000000001","0,19000000000000003",3,1,17,14,4,4,44,28,35,57,10,7,1,3,15,8,14,25,19,13,11,7,8,6,8,14,9,10,10,9,8,1,132,115,0,0,15,8,3,1
4035458,2025-09-04T18:30:00-05:00,Uruguay,Perú,16,51,3,0,63,37,"2,75","0,46",24,11,7,3,2,0,0,0,547,301,0,0,"2,75","0,46",24,11,7,3,11,7,6,1,0,0,"3,8600000000000003","0,13",16,4,8,7,3,3,1,0,547,301,"2,3999999999999995","0,6800000000000002",9,3,35,35,20,8,58,46,89,62,7,9,3,4,12,7,8,34,23,5,8,3,15,2,13,6,13,10,10,13,7,1,116,110,0,0,8,14,2,3
4035457,2025-09-04T18:30:00-05:00,Colombia,Bolivia,13,77,3,0,64,36,"1,44","0,33",12,8,8,3,2,0,1,3,437,228,0,0,"1,44","0,33",12,8,8,3,4,2,0,3,0,0,"2,3","0,28",9,1,3,7,4,0,1,0,437,228,"1,37","0,26",8,2,46,19,10,6,61,29,67,33,7,9,3,5,12,6,12,24,13,14,3,3,10,11,7,10,9,6,6,9,8,4,98,95,0,0,10,7,1,1
4035461,2025-09-04T18:30:00-05:00,Argentina,Venezuela,1,49,3,0,76,24,"1,6","0,32",17,5,9,0,6,0,4,0,780,189,0,0,"1,6","0,32",17,5,9,0,5,3,3,2,0,0,"2,58",0,10,0,7,5,2,0,4,0,780,189,"1,77","0,36",0,3,65,13,13,3,71,38,155,38,11,13,0,6,2,11,15,26,7,4,3,2,4,2,12,9,7,1,1,7,2,2,95,91,0,0,9,13,1,2
4035459,2025-09-04T19:30:00-05:00,Brasil,Chile,6,55,3,0,64,36,"3,95","0,07",22,3,7,0,3,0,2,5,525,270,0,0,"3,95","0,07",22,3,7,0,8,3,7,0,1,0,"4,11",0,15,0,7,3,4,0,2,0,525,270,"1,79","0,08",3,0,22,32,15,2,67,27,69,60,11,14,0,3,10,8,13,27,17,22,9,6,8,16,11,14,14,5,5,14,6,1,102,102,0,0,14,11,1,1
4458975,2025-09-05T04:45:00-05:00,Australia,Nueva Zelanda,27,85,1,0,46,54,"0,27","0,56",5,9,3,4,0,1,0,1,385,461,0,0,"0,27","0,56",5,9,3,4,2,4,0,1,1,0,"0,84","2,02",3,4,2,5,2,0,0,2,385,461,"0,54","0,42000000000000004",2,1,35,22,5,5,45,73,98,111,9,5,4,2,8,11,35,21,13,20,9,5,4,15,12,11,7,6,6,7,0,8,136,153,0,0,11,12,0,1
4540672,2025-09-05T09:30:00-05:00,Uzbekistán,Kyrgyzstan,50,106,4,0,61,39,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4034341,2025-09-05T11:00:00-05:00,Lesoto,Sudáfrica,146,60,0,3,32,68,0,0,8,8,2,6,0,1,0,3,203,510,0,0,0,0,8,8,2,6,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,203,510,0,0,2,2,16,33,5,7,49,55,41,103,7,2,3,2,9,8,22,13,8,13,3,2,5,11,11,15,3,10,10,3,3,4,109,127,0,0,15,11,2,1
4314045,2025-09-05T13:45:00-05:00,Eslovenia,Suecia,58,38,2,2,41,59,"0,68","1,18",9,6,4,2,0,2,1,2,227,363,0,0,"0,68","1,18",9,6,4,2,2,4,3,0,0,0,"0,94","1,19",6,5,3,1,1,2,0,1,227,363,"0,51","0,8400000000000001",4,3,30,20,5,6,45,68,45,76,18,8,1,2,9,7,20,21,22,23,10,7,12,16,20,18,2,5,5,2,1,6,144,148,0,0,19,21,2,2
4402273,2025-09-05T13:45:00-05:00,Islas Feroe,Croacia,125,11,0,1,26,74,"1,05","2,94",6,26,3,8,1,5,2,2,143,548,0,0,"1,05","2,94",6,26,3,8,2,9,1,9,0,1,"0,5700000000000001","2,77",1,22,5,4,0,10,1,4,143,548,"0,26","2,8299999999999996",2,12,17,21,4,22,54,75,23,80,10,4,8,3,13,4,51,32,34,45,18,24,16,21,7,12,3,8,8,3,0,3,108,145,0,0,12,8,2,1
4402275,2025-09-05T13:45:00-05:00,Ucrania,Francia,32,3,0,2,44,56,"1,27","2,13",8,16,3,6,3,4,1,0,353,477,0,0,"1,27","2,13",8,16,3,6,4,6,1,4,1,0,"0,31000000000000005","2,51",5,9,3,7,3,0,4,3,353,477,"0,41000000000000003","1,84",1,1,25,27,4,13,44,85,64,66,7,7,4,2,15,15,19,15,0,3,0,1,0,2,7,10,3,10,10,3,1,5,111,104,0,0,10,8,0,0
4034318,2025-09-05T14:00:00-05:00,Costa de Marfil,Burundi,33,141,1,0,61,39,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4034339,2025-09-05T14:00:00-05:00,Senegal,Sudán,15,117,2,0,56,44,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4506555,2025-09-05T14:00:00-05:00,Egipto,Etiopía,29,142,2,0,63,37,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4497756,2025-09-05T19:00:00-05:00,Haití,Honduras,83,65,0,0,45,55,0,0,15,14,7,3,1,1,1,2,305,389,0,0,0,0,15,14,7,3,5,8,3,3,0,1,0,0,0,0,0,0,0,0,2,1,305,389,0,0,7,7,29,28,9,13,46,56,56,66,6,5,3,7,9,11,20,14,12,5,4,3,8,2,6,12,4,3,3,4,3,1,97,90,0,0,12,7,0,0
4497757,2025-09-05T19:00:00-05:00,Trinidad y Tobago,Curazao,103,82,0,0,49,51,0,0,14,5,7,2,1,0,2,0,225,240,0,0,0,0,14,5,7,2,5,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,225,240,0,0,2,1,21,42,10,5,67,66,33,56,9,5,2,6,15,12,16,28,27,29,10,13,17,16,9,11,2,7,7,2,7,2,140,141,0,0,13,10,5,1
4402272,2025-09-06T11:00:00-05:00,Armenia,Portugal,107,5,0,5,29,71,"0,18","6,21",7,24,3,9,0,7,3,1,223,589,0,0,"0,18","6,21",7,24,3,9,2,11,2,4,0,1,"0,12","3,91",2,20,5,4,0,4,0,6,223,589,"0,16","4,31",0,12,17,28,4,17,22,59,53,113,9,4,4,3,14,6,22,10,8,3,3,1,5,2,7,10,4,15,15,4,1,9,76,86,0,0,10,7,1,0
4540117,2025-09-06T12:00:00-05:00,Egipto,Túnez,29,46,1,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314038,2025-09-06T13:45:00-05:00,Irlanda,Hungría,59,41,2,2,67,33,"2,17","1,74",23,9,8,6,3,3,1,0,440,204,0,1,"2,17","1,74",23,9,8,6,10,3,5,0,0,0,"1,87","2,6700000000000004",17,8,6,1,10,2,1,2,440,204,"2,84","0,81",17,3,30,12,16,8,70,40,77,38,2,11,4,6,7,4,17,61,50,27,32,21,18,6,12,13,2,0,0,2,4,0,139,100,0,1,14,13,3,5
4314036,2025-09-06T13:45:00-05:00,Austria,Chipre,23,123,1,0,71,29,"2,13","1,31",10,16,3,5,1,1,4,2,432,133,0,0,"2,13","1,31",10,16,3,5,6,5,1,6,0,1,"1,1","0,87",9,11,1,5,2,4,1,3,432,133,"1,0600000000000003","0,58",4,5,25,24,5,9,66,40,82,33,5,10,4,2,8,8,21,40,14,11,12,7,2,4,6,14,3,8,8,3,10,2,145,126,0,0,14,6,1,4
4427220,2025-09-06T16:00:00-05:00,Estados Unidos,Corea del Sur,17,25,0,2,54,46,"2,23","0,74",17,5,5,4,0,2,1,0,505,437,0,0,"2,23","0,74",17,5,5,4,7,1,5,0,1,0,"2,2","2,07",11,5,7,0,1,1,3,0,505,437,"1,8800000000000001","1,1600000000000001",2,1,11,24,10,4,67,45,98,101,4,16,2,5,6,6,16,24,7,4,4,1,3,3,4,8,9,3,3,9,5,2,121,98,0,0,8,4,1,0
4427303,2025-09-06T21:00:00-05:00,México,Japón,14,18,0,0,51,49,"0,48","0,8",8,9,1,2,0,0,2,1,399,389,1,0,"0,48","0,8",8,9,1,2,3,4,4,3,0,0,"0,12","0,19",4,7,4,2,2,1,0,1,399,389,"0,6900000000000002","1,0100000000000002",2,0,24,19,6,8,28,48,72,72,9,13,2,1,10,5,17,20,18,15,9,6,9,9,20,18,5,5,5,5,4,8,114,112,1,0,18,20,0,1
4314034,2025-09-07T08:00:00-05:00,Georgia,Bulgaria,72,87,3,0,59,41,"2,28","0,32",15,5,5,2,4,1,2,2,562,362,0,0,"2,28","0,32",15,5,5,2,7,2,3,1,1,0,"1,9100000000000001","0,22",10,3,5,2,0,3,3,1,562,362,"1,9599999999999997","0,35000000000000003",1,4,28,29,12,5,73,41,111,75,8,10,2,2,7,8,11,14,10,11,3,5,7,6,18,3,10,7,7,10,4,1,95,88,0,0,3,18,2,4
4542539,2025-09-07T08:00:00-05:00,Tailandia,Irak,94,56,0,1,50,50,0,0,11,15,4,3,1,0,1,2,309,289,0,2,0,0,11,15,4,3,6,8,1,4,0,0,0,0,0,0,0,0,0,0,2,0,309,289,0,0,3,11,28,17,7,12,56,58,52,63,6,10,2,4,10,12,23,25,15,26,9,13,6,13,16,15,5,8,8,5,4,1,122,122,0,2,15,16,3,3
4518685,2025-09-07T10:15:00-05:00,Qatar,Rusia,57,35,1,4,41,59,"0,87","2,87",4,19,2,7,2,4,0,2,354,552,0,0,"0,87","2,87",4,19,2,7,2,9,0,3,0,1,"1,54","4,58",3,12,1,7,1,4,2,1,354,552,"0,6900000000000001","1,9100000000000001",3,4,31,39,4,12,33,82,83,115,9,13,3,1,7,2,26,10,6,13,2,8,4,5,14,5,4,5,5,4,4,10,94,99,0,0,5,14,0,2
4402271,2025-09-07T11:00:00-05:00,Lituania,Países Bajos,148,8,2,3,27,73,"0,34","1,1",4,14,3,7,0,2,0,0,162,552,0,0,"0,34","1,1",4,14,3,7,0,4,1,3,0,1,"1,1800000000000002","2,3299999999999996",4,9,0,5,1,2,0,0,162,552,"0,38000000000000006","1,65",1,6,13,27,3,12,33,84,43,90,7,7,4,1,8,8,55,17,27,23,10,11,17,12,10,12,5,9,9,5,1,9,107,130,0,0,13,10,2,0
4402269,2025-09-07T13:45:00-05:00,Alemania,Irlanda del Norte,10,70,3,1,80,20,"2,81","0,28",11,3,6,1,4,1,2,1,679,115,0,0,"2,81","0,28",11,3,6,1,3,2,2,0,1,0,"2,58","0,62",7,3,4,0,1,2,2,0,679,115,"1,3800000000000001","0,13",2,2,20,12,8,2,56,41,131,27,6,11,0,3,7,14,22,30,24,27,14,15,10,12,12,8,10,2,2,10,2,3,122,107,0,0,9,13,1,4
4402270,2025-09-07T13:45:00-05:00,Turquía,España,22,2,0,6,50,50,"0,54","2,42",11,21,2,12,0,9,5,3,443,470,0,0,"0,54","2,42",11,21,2,12,1,4,8,5,0,0,"0,37","3,2500000000000004",2,19,9,2,0,1,0,6,443,470,"0,6000000000000001","2,2499999999999996",1,2,24,17,7,19,47,60,100,88,12,7,6,2,9,9,12,32,14,3,5,3,9,0,9,6,8,11,11,8,5,2,126,92,0,0,6,9,0,0
4034359,2025-09-08T08:00:00-05:00,Guinea Ecuatorial,Túnez,105,46,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
4543515,2025-09-08T09:30:00-05:00,Uzbekistán,Irán,50,20,1,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4475823,2025-09-08T12:15:00-05:00,Republica Checa,Arabia Saudita,39,61,1,1,35,65,"1,3","0,45",6,9,1,5,0,2,5,0,210,456,0,0,"1,3","0,45",6,9,1,5,2,3,3,1,0,0,"0,82","1,13",5,2,1,7,2,1,0,2,210,456,"0,49","0,41000000000000003",4,2,15,46,5,6,41,61,37,100,15,10,4,0,12,7,14,8,9,6,5,4,4,2,8,18,1,6,6,1,7,3,122,146,0,0,20,9,2,3
4402266,2025-09-08T13:45:00-05:00,Croacia,Montenegro,11,80,4,0,75,25,"3,63","0,17",32,3,13,1,5,0,2,2,627,143,0,1,"3,63","0,17",32,3,13,1,13,1,6,1,0,0,"4,06","0,05",22,1,10,3,5,0,3,0,627,143,"2,9499999999999993","0,11000000000000001",7,1,25,19,28,3,87,30,111,44,9,6,1,9,8,3,15,25,24,20,9,10,15,10,5,9,9,5,5,9,6,1,116,124,0,1,10,6,1,2
4314029,2025-09-08T13:45:00-05:00,Kosovo,Suecia,78,38,2,0,31,69,"2,16","0,71",11,13,5,4,2,2,3,3,196,524,1,0,"2,16","0,71",11,13,5,4,6,5,1,4,0,0,"2,2","0,81",7,9,4,5,2,2,2,2,196,524,"1,2200000000000002","1,07",3,5,25,23,10,9,53,106,38,79,9,13,4,3,6,6,42,13,17,20,7,7,10,13,12,11,8,7,7,9,7,7,138,161,1,0,13,12,4,3
4034346,2025-09-08T14:00:00-05:00,Ghana,Mali,73,54,1,0,45,55,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4497753,2025-09-08T20:30:00-05:00,Panamá,Guatemala,34,97,1,1,72,28,0,0,18,7,6,1,1,2,2,5,418,121,0,0,0,0,18,7,6,1,7,3,5,3,0,0,0,0,0,0,0,0,0,0,1,1,418,121,0,0,8,4,33,15,11,3,80,45,51,18,5,3,0,5,10,14,21,42,29,19,17,9,12,10,9,20,10,4,4,10,7,2,129,122,0,0,22,11,3,3
4458974,2025-09-09T02:00:00-05:00,Nueva Zelanda,Australia,85,27,1,3,56,44,"1,16","0,75",8,13,4,6,1,2,2,2,406,310,0,0,"1,16","0,75",8,13,4,6,2,5,2,2,0,2,"2,06","1,4300000000000002",5,7,3,6,1,2,1,0,406,310,"0,6000000000000001","0,6000000000000001",3,2,19,27,3,9,63,27,73,63,12,7,3,3,12,15,16,28,15,14,5,5,10,9,9,12,4,2,2,4,5,2,143,122,0,0,12,9,3,1
4034354,2025-09-09T08:00:00-05:00,Sierra Leona,Etiopía,118,142,2,0,60,40,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034361,2025-09-09T11:00:00-05:00,Cabo Verde,Camerún,67,44,1,0,45,55,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
4034364,2025-09-09T11:00:00-05:00,RD Congo,Senegal,45,15,2,3,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4034366,2025-09-09T11:00:00-05:00,Togo,Sudán,122,117,1,0,65,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4034368,2025-09-09T11:00:00-05:00,Sudáfrica,Nigeria,60,26,1,1,54,46,0,0,5,4,1,1,0,1,4,0,292,244,0,0,0,0,5,4,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,292,244,0,0,3,2,28,31,2,4,52,74,59,40,2,6,0,1,12,3,31,36,14,4,5,2,9,2,18,11,4,3,3,4,4,4,134,137,0,0,11,19,3,2
4314024,2025-09-09T11:00:00-05:00,Azerbaiyán,Ucrania,126,32,1,1,26,74,"0,96","0,87",4,16,2,5,0,1,1,1,137,471,0,0,"0,96","0,87",4,16,2,5,1,3,1,8,0,0,"0,86","0,97",3,8,1,8,2,1,0,0,137,471,"0,23","1,0500000000000003",3,5,21,21,2,12,47,83,28,96,16,8,4,1,8,14,39,10,4,23,2,6,2,17,10,8,5,4,4,5,0,3,120,144,0,0,9,12,4,3
4314023,2025-09-09T11:00:00-05:00,Armenia,Irlanda,107,59,2,1,52,48,"2,45","0,8",15,8,8,5,3,1,1,1,352,304,0,0,"2,45","0,8",15,8,8,5,5,2,2,1,1,0,"2,7","1,4500000000000002",8,4,8,4,0,1,2,0,352,304,"1,35","0,61",1,2,32,24,10,6,45,68,78,46,9,5,3,6,6,5,31,12,15,14,5,7,10,7,13,9,7,7,7,7,2,2,111,149,0,0,9,13,1,1
4517684,2025-09-09T12:00:00-05:00,Jordania,República Dominicana,63,143,3,0,47,53,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384117,2025-09-09T13:45:00-05:00,Gales,Canadá,37,30,0,1,63,37,"0,83","0,82",6,12,3,2,1,1,1,4,400,203,0,0,"0,83","0,82",6,12,3,2,1,8,2,2,0,2,"0,43000000000000005","0,34",4,6,2,6,1,1,1,1,400,203,"0,72","0,9699999999999999",4,5,31,15,6,10,61,51,85,39,6,10,1,3,10,14,31,23,11,23,5,6,6,17,16,16,6,7,7,6,1,8,124,119,0,0,16,16,4,3
4314027,2025-09-09T13:45:00-05:00,Noruega,Moldavia,31,159,11,1,71,29,"7,15","0,15",34,2,18,0,12,0,0,0,596,208,0,0,"7,15","0,15",34,2,18,0,7,1,9,1,1,0,"9,629999999999999",0,29,2,6,0,9,0,8,0,596,208,"5,35","0,13999999999999999",7,2,18,14,26,2,81,34,93,53,8,4,0,6,15,10,12,24,14,6,5,2,9,4,9,6,14,5,5,14,7,1,103,108,0,0,6,10,0,1
4402265,2025-09-09T13:45:00-05:00,Francia,Islandia,3,74,2,1,63,37,"3,15","0,66",20,7,8,2,3,0,3,1,560,302,1,0,"3,15","0,66",20,7,8,2,8,4,4,1,1,0,"3,0700000000000003","0,43",12,3,8,4,2,2,4,0,560,302,"2,08","0,23",4,2,24,22,14,5,82,50,113,58,4,6,1,6,8,12,7,29,19,19,3,9,16,10,13,11,10,2,2,10,4,3,119,98,1,0,12,13,3,2
4402264,2025-09-09T13:45:00-05:00,Hungría,Portugal,41,5,2,3,31,69,"0,34","2,2",5,15,2,7,2,3,1,4,240,644,0,0,"0,34","2,2",5,15,2,7,3,5,0,3,0,0,"1,45","2,7",4,10,1,5,3,3,0,2,240,644,"0,33","2,01",5,4,21,27,4,13,38,76,43,117,8,8,4,0,9,1,38,11,17,21,10,11,7,10,6,5,4,6,6,4,1,4,100,111,0,0,6,9,1,2
4314021,2025-09-09T13:45:00-05:00,Bosnia Herzegovina,Austria,64,23,1,2,42,58,"2,05","1,43",16,11,3,5,2,0,2,2,200,330,0,1,"2,05","1,43",16,11,3,5,10,3,3,3,0,0,"0,63","1,89",13,7,3,4,4,2,1,0,200,330,"0,92","1,12",6,1,39,14,8,6,60,71,44,51,2,2,3,1,6,13,39,39,34,32,21,11,13,21,21,16,6,2,2,8,4,1,135,129,0,1,16,21,2,3
4540118,2025-09-09T14:00:00-05:00,Egipto,Túnez,29,46,3,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034343,2025-09-09T14:00:00-05:00,Gabón,Costa de Marfil,86,33,0,0,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4035463,2025-09-09T18:00:00-05:00,Ecuador,Argentina,24,1,1,0,43,57,"1,81","0,3",11,8,4,0,2,0,2,1,354,481,1,1,"1,81","0,3",11,8,4,0,4,4,3,4,0,0,"1,4",0,7,3,4,5,1,2,2,0,354,481,"0,43000000000000005","0,6200000000000001",3,4,17,26,7,4,51,68,65,85,10,5,0,3,9,7,20,12,9,13,3,4,6,9,9,13,6,2,3,6,4,4,102,113,1,1,13,10,3,3
4427219,2025-09-09T18:30:00-05:00,Estados Unidos,Japón,17,18,2,0,55,45,"2,01","1,08",19,11,11,6,3,1,1,2,486,369,0,0,"2,01","1,08",19,11,11,6,4,4,4,1,1,1,"3,25","1,56",15,7,4,4,2,5,3,1,486,369,"1,2500000000000002","1,4100000000000001",1,8,22,30,15,11,49,41,98,71,8,8,6,9,8,16,23,20,13,16,7,9,6,7,13,8,11,9,9,11,9,4,114,120,0,0,8,13,1,2
4035465,2025-09-09T18:30:00-05:00,Perú,Paraguay,51,40,0,1,54,46,"0,71","0,42",12,7,3,5,0,0,1,2,422,339,0,0,"0,71","0,42",12,7,3,5,6,1,3,1,0,0,"0,38","1,23",7,4,5,3,4,2,0,0,422,339,"1,8","0,32",6,3,25,26,9,5,48,50,67,61,7,9,3,3,16,15,19,30,28,37,11,18,17,19,11,6,5,4,4,4,3,4,144,140,0,0,6,12,0,1
4035466,2025-09-09T18:30:00-05:00,Chile,Uruguay,55,16,0,0,50,50,"1,62","0,22",16,6,3,3,2,0,0,0,369,384,0,0,"1,62","0,22",16,6,3,3,9,3,4,0,0,1,"0,75","0,13",10,3,6,3,3,0,3,0,369,384,"1,12","0,48",5,4,18,21,12,5,45,41,73,75,15,7,2,3,10,7,14,22,17,14,5,7,12,7,14,8,3,3,3,3,0,6,113,114,0,0,8,14,1,1
4035464,2025-09-09T18:30:00-05:00,Venezuela,Colombia,49,13,3,6,36,64,"1,21","2,14",11,13,8,9,0,4,1,0,223,432,0,0,"1,21","2,14",11,13,8,9,2,3,1,1,1,0,"2,43","3,4",8,9,3,4,2,3,1,0,223,432,"0,48000000000000004","1,79",4,3,20,25,8,12,38,46,38,70,13,7,3,5,11,7,36,23,25,38,12,14,13,24,16,14,3,6,6,3,4,3,99,125,0,0,14,16,1,0
